,Name,Rating,Style,Blend,Vintage,Appellation,ABV,Price,Reviewed By,Reviewed,Perfect For,Drink If You Like,Review,image,link,Variety,Review Updated
397,LoveLee Pinot Noir 2019,"90
2021 Top 50",Red,,2019,Petaluma GapSonoma County North Coast California USA,13.7%,$47.00,Keith Beavers,,"Dinner Parties,White Wine Lovers Craving Red,Wine And Cheese Night","Cannonau, Gamay , Pinot Noir","This wine smells like a bright pop of cherry and a dose of earthy cinnamon with a hint of raspberry and a dash of pepper. The palate is also bright, with great natural acidity keeping the core of fruit present but balanced. It is a wonderful, breezy northern Cali Pinot.",https://vinepair.com/wp-content/uploads/2021/11/50-best-wines-2021_card_wine-38.jpg,https://vinepair.com/review/lovelee-pinot-noir-2019/,Pinot Noir,2021-11-17
398,Larkmead Vineyards Cabernet Sauvignon 2018,90,Red,,2018,Napa ValleyNapa County North Coast California USA,14.3%,$129.00,Keith Beavers,,"Special Occasion Splurges,Steak Dinner,Winning Over the Boss","Cabernet Franc, Cabernet Sauvignon , Zinfandel","This is a great American Cab. It has all the deep vanilla and graphite (like a pencil), with dark-colored berries mashed together. The tannins are still a bit green, but they're forming a nice frame for the wine. This is a great wine to splurge on.",https://vinepair.com/wp-content/uploads/2021/10/btbcab_card_larkmead.jpg,https://vinepair.com/review/larkmead-vineyards-cabernet-sauvignon/,Cabernet Sauvignon,2021-10-19
399,Bollinger R.D. Extra Brut 2007,94,Sparkling White,"Chardonnay, Pinot Meunier, Pinot Noir",2007,ChampagneFrance,12.5%,$300.00,Keith Beavers,2021-12-21,"Dinner Parties,Holiday Meals,Pleasing A Crowd","Chardonnay, Pinot Noir","There's good age on this bottle. It has come into itself with a calm vibe of vanilla and sherry. It has a decadence to it, as the wine has settles into a good, rich depth in the fruit. Buy some nice cheeses to eat with this one.",https://vinepair.com/wp-content/uploads/2021/12/btbchampagne_card_bollinger2007.jpg,https://vinepair.com/review/bollinger-r-d-extra-brut/,,
400,Chateau Ste. Michelle Artists Series Meritage 2017,91,Red,"Cabernet Sauvignon, Cabernet Franc, Malbec, Merlot",2017,Columbia ValleyWashington USA,14.5%,$70.00,Keith Beavers,2022-04-07,"Dinner With The Parents,Treat Yo'self,Wine And Cheese Night","Cabernet Sauvignon, Malbec , Merlot","The nose of this wine is a bit minimal. The fruit doesn't come right out and say, hi. But what fruit is there is nicely balanced with the peppery notes. It has a good structure on the palate with a fresh mouthfeel. The acidity is just right to hold all the components together.",https://vinepair.com/wp-content/uploads/2022/04/btb-red-blends-card-chateau-st-michelle.jpg,https://vinepair.com/review/chateau-ste-michelle-artists-series-meritage/,,
401,Gundlach Bundschu Estate Vineyard Chardonnay 2019,"92
2021 Top 50",White,,2019,Sonoma CoastSonoma County North Coast California USA,14.2%,$25.00,Keith Beavers,,"Dinner With The Parents,Impressing On A Budget,Wine And Cheese Night","Albariño, Chardonnay , Chenin Blanc","Excellent balance for an old school, Cali-style Chard. The wine smells like pears, a whiff of butter, and some wet rock. The palate has a comfy weight, with wonderful acidity lifting up the wine and keeping it refreshing. Great wine.",https://vinepair.com/wp-content/uploads/2021/09/btbchardonnay_gundlach_card.jpg,https://vinepair.com/review/gundlach-bundschu-estate-vineyard-chardonnay-2/,Chardonnay,2021-11-17
402,Archery Summit Arcus Estate Pinot Noir 2019,95,Red,,2019,Dundee HillsWillamette Valley Oregon USA,13.5%,$125.00,Keith Beavers,,"Dinner With The Parents,Special Occasion Splurges,Treat Yo'self","Gamay, Merlot , Pinot Noir","Hey, Ian Burch and team. WOW! This Pinot Noir for us is a defining one. It hits all the right spots on the palate and the soul. All hand picked and sourced from a terrain that demands it, this wine is a stunner. The second your nose enters the glass you will be in. Focused cinnamon and cherry notes with a slight hint of earth and a dollop of dried flower petals rotting on a forest floor (told ya we liked it). The palate is gleefully chewy with excellent oak integration while still lively due to the natural acidity. It is worth every single penny to enjoy every sip.",https://vinepair.com/wp-content/uploads/2022/03/btbpinotnoir_card_archerysummitt.jpg,https://vinepair.com/review/archery-summit-arcus-estate-pinot-noir/,Pinot Noir,2022-03-08
403,Tablas Creek Vineyard Esprit Blanc 2019,93,White,,2019,Paso RoblesSan Luis Obispo County Central Coast California USA,13%,$53.00,Katie Brown,,"Holiday Meals,Starting The Night,Winter White Wine Drinking","Pinot Gris / Grigio, Sauvignon Blanc","This is a wine to pair with light appetizers or fruit-based desserts. It's bursting with aromas of fresh anjou pear, white flowers, and honeysuckle. These flavors are complemented by a nice, concentrated fruit depth.",https://vinepair.com/wp-content/uploads/2021/11/btbthanksgivingwine_card_tablasespritdeblanc.jpg,https://vinepair.com/review/tablas-creek-vineyards-esprit-de-tablas-esprit-de-beaucastel-blanc/,,2022-02-08
404,Seven Deadly Wines 'The Seven Deadly Zins' Zinfandel 2018,82,Red,Zinfandel,2018,LodiCentral Valley California USA,15%,$13.00,Keith Beavers,,"Backyard BBQs,Last Minute Wine Runs,Party Wine","Cabernet Sauvignon, Malbec , Zinfandel","This wine smells like blackberries and wood smoke. It has a prominent alcohol burn on the palate and the flavor of boozy plums. Maybe a good BBQ wine, but on the casual side of things.",https://vinepair.com/wp-content/uploads/2020/12/zevendeadlyzins_2018_card.jpg,https://vinepair.com/review/seven-deadly-wines-the-seven-deadly-zins-zinfandel/,,2020-12-11
405,Laurent-Perrier Cuvee Rose Brut NV,93,Sparkling Rosé,"Chardonnay, Pinot Meunier, Pinot Noir",NV,ChampagneFrance,13%,$100.00,Keith Beavers,,"Rosé All Day,Treat Yo'self,Wine And Cheese Night","Chardonnay, Pinot Meunier , Pinot Noir","This Champagne smells like strawberry jam on a doughy croissant. Fruity is the word here, though. It has good, balanced bubbles with a mouthwatering palate. It's a great bottle to gift — but make sure you get a sip.",https://vinepair.com/wp-content/uploads/2021/12/btbchampagne_card_laurentperrier.jpg,https://vinepair.com/review/laurent-perrier-cuvee-rose-brut-2/,,2021-12-22
406,Sean Minor Sauvignon Blanc 2020,88,White,,2020,CaliforniaUSA,12.5%,$16.00,Keith Beavers,2022-07-19,"All-Day Sipping,End of Day Sipping,Relaxing After Work","Assyrtiko, Sauvignon Blanc , Verdejo","Sean Minor and his wife have been making wine for decades. And from day one, they have focused on what they saw in the beginning as a market gap: good, easy-drinking, casual wines. Their business has grown over the years, but this Sauvignon Blanc is representative of the wines they made when they first started out. It’s so easy to sip, with soft but expressive aromas of melon and maybe some citrus. It’s a mouthwatering wine that makes you think of sunsets and good company.",https://vinepair.com/wp-content/uploads/2022/07/sauvignon-blanc-card-Sean-Minor-2020-Sauvignon-Blanc.jpg,https://vinepair.com/review/sean-minor-sauvignon-blanc/,Sauvignon Blanc,
407,La Crema Sauvignon Blanc 2021,90,White,,2021,Sonoma CountyNorth Coast California USA,13.5%,$25.00,Keith Beavers,2022-07-19,"Cooking And Sipping,End of Day Sipping,Summer Sipping","Assyrtiko, Sauvignon Blanc , Verdejo","When La Crema first began in the late seventies as La Crema Viñera, they were part of a small community of California winemakers. They set out to showcase wines from grapes grown in the coolest climates of Northern California. Today, their wines are some of the best choices on a retail shelf. This Sauvignon Blanc is readily available on our market and is a definite crowd-pleaser. It’s aromatic and floral with a channel of minerality running through it. The fruit is quiet on the palate, but the mouthfeel is creamy and balanced. At $25, this is a great deal.",https://vinepair.com/wp-content/uploads/2022/07/sauvignon-blanc-card-la-crema-sauvignon-blanc.jpg,https://vinepair.com/review/la-crema-sauvignon-blanc/,Sauvignon Blanc,
408,Domaines Barons de Rothschild Lafite 'Legende R' 2016,88,Red,"Cabernet Sauvignon, Merlot",2016,BordeauxFrance,13%,$49.00,Keith Beavers,,"Host/Hostess Gifting,Steak Dinner,Treat Yo'self","Cabernet Franc, Cabernet Sauvignon , Merlot","There is a nice, lean, mineral vibe winding through this wine. It brightens up the dark, brooding fruit, allowing your palate to enjoy the depth without it weighing you down. It has the classic left bank flavors that you can enjoy for about half the price of the pricer examples.",https://vinepair.com/wp-content/uploads/2020/12/domainebaron_2016_card.jpg,https://vinepair.com/review/domaines-barons-de-rothschild-lafite-legende-r-2/,,2020-12-11
409,Pieropan Soave Classico 2019,92,White,,2019,Soave ClassicoSoave Veneto Italy,12%,$19.00,Keith Beavers,,"Picnics In The Park,Pleasing A Crowd,Summer Sipping","Chardonnay, Grüner Veltliner , Pinot Gris / Grigio","Pears and honey and flowers, oh my! This is such a wonderful wine. It’s crazy refreshing with lively acidity. It’s a great lunch wine. Maybe a Caprese salad with some beef carpaccio could be on the menu.",https://vinepair.com/wp-content/uploads/2021/01/winereview_card_pieropan_soaveclassico.jpg,https://vinepair.com/review/pieropan-soave-classico/,Garganega,2021-01-26
410,Domaine Saint Gayan Gigondas 2016,"93
2021 Top 50",Red,"Grenache, Syrah / Shiraz",2016,GigondasRhône Valley France,14%,$30.00,Keith Beavers,,"Backyard BBQs,Dinner Parties,Treat Yo'self","Cabernet Franc, Grenache , Syrah / Shiraz","OK, here is the list my brain made immediately after smelling this wine: mushrooms, rosemary, oregano, thyme, tarragon, dirt, and perfume. It has an awesome, heady depth to it that is balanced by high acidity. The tannins are present but don't overwhelm. This is a well-structured Rhône ready to be paired with some lamb.",https://vinepair.com/wp-content/uploads/2021/11/50-best-wines-2021_card_wine-4.jpg,https://vinepair.com/review/domaine-saint-gayan-gigondas/,,2021-11-17
411,Masciarelli Montepulciano d'Abruzzo 2019,89,Red,,2019,AbruzzoItaly,13.5%,$10.00,Keith Beavers,2021-02-22,"Cooking And Sipping,Impressing On A Budget,Weekday Dinner Pairings","Merlot, Pinot Noir , Sangiovese","Soft, medium-bodied fruit. Easy mouthfeel with good acidity. Smells like blackberries and earth. A great wine for any dinner table menu.",https://vinepair.com/wp-content/uploads/2021/02/masciarelli_review_card.jpg,https://vinepair.com/review/masciarelli-montepulciano-dabruzzo/,Montepulciano,
412,Château de Pizay Beaujolais Blanc 2020,88,White,,2020,BeaujolaisFrance,12.5%,$21.00,Keith Beavers,2022-05-13,"Asian Food,Dinner Parties,Host/Hostess Gifting","Albariño, Chardonnay , Chenin Blanc","Beaujolais blanc is not very common in our market, so when we get to taste one it’s pretty exciting. This wine is like a lazy afternoon. It’s minimal on the fruit aromas, but has good medium depth with a smack of salt to whet the palate. It is a dry wine with good natural acidity. This wine is not about its complexity, but its easy drinking style will make you want to buy a case to have on hand for wine and cheese parties or a spontaneous guest arrival.",https://vinepair.com/wp-content/uploads/2022/05/buy-this-booze-chardonnay-card-chateau-de-pizay.jpg,https://vinepair.com/review/chateau-de-pizay-beaujolais-blanc/,Chardonnay,
413,Thacher Shell Creek Vineyards Highlands District Valdiguié 2018,"94
2020 Top 50",Red,,2018,Paso RoblesSan Luis Obispo County Central Coast California USA,14.2%,$36.00,Keith Beavers,,"Chilled Red Cravings,Drinking Outside the Lines,Treat Yo'self","Gamay, Merlot , Pinot Noir","Love Pinot Noir and Beaujolais, but looking to step outside the wine box? This is your new new. It was once called Napa Gamay, but is actually from southern France. But what's important is that it's awesome. Bright berry fruit with vibrant acidity and slight soil and cinnamon vibe are all in your face and balanced as all get-out. Chill this bottle down a bit, and sip it slightly chilled with good friends and some legit nibbles, like local cheese and meats, and you'll be coming back to this wine ...  often.",https://vinepair.com/wp-content/uploads/2020/11/top50wine_card_thachershellcreek.jpg,https://vinepair.com/review/thacher-shell-creek-vineyards-highlands-district-valdiguie/,Valdiguié,2020-11-23
414,Chateau Aney Haut-Medoc Cru Bourgeois 2014,92,Red,"Cabernet Sauvignon, Cabernet Franc, Merlot, Petit Verdot",2014,BordeauxFrance,12.5%,$30.00,Keith Beavers,2021-11-22,"Dinner Parties,Dinner With The Parents,Holiday Meals","Cabernet Franc, Cabernet Sauvignon , Merlot","This wine smells like strawberries, blackberries, and wet-stone minerality. There is a saline vibe on the nose that messes with the berry fruit but brings the intensity of savoriness. It's still light and bright on the palate. Over time, the fruit will come out more. It could easily go another five-10 years in the cellar.",https://vinepair.com/wp-content/uploads/2021/11/btbbordeaux_card_chateauaney.jpg,https://vinepair.com/review/chateau-aney-haut-medoc-cru-bourgeois/,,
415,Hirsch Vineyards Block 8 Pinot Noir 2019,96,Red,,2019,Sonoma CoastSonoma County North Coast California USA,13.7%,$105.00,Keith Beavers,2022-03-02,"Special Occasion Splurges,Treat Yo'self,Wine And Cheese Night","Gamay, Merlot , Pinot Noir","Welcome to a new category of Pinot Noir. Coming from a small block of the Hirsch vineyard (David Hirsch considered it his Cru) and consisting of vines almost thirty years old in just the right amount of drain-y, poor soil, this wine is a statement. It's at once soft and ethereal while at the same time herby and floral along with classic cherry vibes. It is saying wines from here can sing without the over-influence of oak. The palate is all about texture and subtlety with hints of floral and rosemary notes. It hits your palate in all the right ways.",https://vinepair.com/wp-content/uploads/2022/02/btbpinotnoir_card_hirsch.jpg,https://vinepair.com/review/hirsch-vineyards-block-8-pinot-noir/,Pinot Noir,
416,Feudi di San Gregorio Falanghina del Sannio 2019,"91
2021 Top 50",White,,2019,Falanghina del SannioCampania Italy,12.5%,$19.00,Keith Beavers,,"Boozy Beach Trips,Day Trips,Pleasing A Crowd","Grüner Veltliner, Pinot Gris / Grigio , Vernaccia",Lemony crisp on a cloud of mineral-driven acidity. It’s not dry or sweet but somewhere blessed in between. Great with a light salad or even a simple risotto.,https://vinepair.com/wp-content/uploads/2021/02/falanghina_review_card.jpg,https://vinepair.com/review/feudi-di-san-gregorio-falanghina-del-sannio/,Falanghina,2021-11-17
